budget,movie_id,original_title,release_date,revenue,title,vote_average,vote_count,genre,return
0.0,244517,God's Pocket,2014-05-09,169976.0,God's Pocket,5.7,67.0,Drama,0.0
0.0,80853,Tennessee Johnson,1942-12-01,0.0,Tennessee Johnson,6.0,1.0,History,0.0
12600000.0,154400,The Drop,2014-09-12,19054534.0,The Drop,6.7,859.0,Drama,1.5122646031746032
0.0,80318,The Motel Life,2012-11-16,0.0,The Motel Life,5.7,22.0,Drama,0.0
0.0,98116,Pharaoh's Curse,1957-02-01,0.0,Pharaoh's Curse,4.4,6.0,Horror,0.0
0.0,246400,"20,000 Days on Earth",2014-07-05,0.0,"20,000 Days on Earth",7.0,73.0,Documentary,0.0
0.0,250650,Captivated: The Trials of Pamela Smart,2014-01-17,0.0,Captivated: The Trials of Pamela Smart,6.4,8.0,Documentary,0.0
600000.0,288130,A Good Job: Stories of the FDNY,2014-09-08,0.0,A Good Job: Stories of the FDNY,0.0,0.0,Documentary,0.0
0.0,184322,Cheech & Chong's Animated Movie,2013-04-18,0.0,Cheech & Chong's Animated Movie,4.5,9.0,Animation,0.0
0.0,244772,The Skeleton Twins,2014-01-18,5284309.0,The Skeleton Twins,6.7,294.0,Drama,0.0
0.0,287590,聖闘士星矢 LEGEND of SANCTUARY,2014-06-21,0.0,Saint Seiya: Legend of Sanctuary,5.0,162.0,Action,0.0
0.0,169314,Where The Dead Go to Die,2012-02-01,0.0,Where The Dead Go to Die,6.4,11.0,Animation,0.0
0.0,3171,Bambi Meets Godzilla,1969-01-01,0.0,Bambi Meets Godzilla,6.5,40.0,Animation,0.0
12000000.0,27740,A Return to Salem's Lot,1987-05-01,0.0,A Return to Salem's Lot,4.4,18.0,Horror,0.0
0.0,117992,Advance To The Rear,1964-06-10,0.0,Advance To The Rear,5.7,3.0,Comedy,0.0
500000.0,83188,Camel Spiders,2011-03-04,0.0,Camel Spiders,3.5,12.0,Horror,0.0
0.0,121975,Carnegie Hall,1947-02-28,0.0,Carnegie Hall,0.0,0.0,Music,0.0
0.0,180252,연애의 온도,2013-03-21,0.0,Very Ordinary Couple,5.4,12.0,Comedy,0.0
0.0,135418,Dim Sum: A Little Bit of Heart,1985-08-09,0.0,Dim Sum: A Little Bit of Heart,2.5,2.0,Comedy,0.0
0.0,88285,Newsfront,1978-07-29,0.0,Newsfront,5.0,1.0,Drama,0.0
0.0,27286,Beautiful Losers,2008-04-01,56386.0,Beautiful Losers,6.8,11.0,Documentary,0.0
0.0,71181,Bullies,1986-08-29,0.0,Bullies,4.5,5.0,Action,0.0
0.0,2965,"20,000 Leagues Under the Sea",1997-03-23,0.0,"20,000 Leagues Under the Sea",6.3,3.0,Adventure,0.0
0.0,32109,Carry On Spying,1964-06-01,0.0,Carry On Spying,6.4,18.0,Comedy,0.0
0.0,72472,Carson City,1952-06-13,0.0,Carson City,4.0,4.0,Western,0.0
0.0,33814,Cast a Dark Shadow,1955-09-20,0.0,Cast a Dark Shadow,6.0,10.0,Thriller,0.0
0.0,29328,Castle in the Desert,1942-02-02,0.0,Castle in the Desert,7.1,7.0,Crime,0.0
0.0,16091,Aftermath: Population Zero,2008-03-09,0.0,Aftermath: Population Zero,6.7,11.0,Documentary,0.0
0.0,96600,Grassroots,2012-06-22,0.0,Grassroots,5.1,7.0,Comedy,0.0
0.0,72114,The Groundstar Conspiracy,1972-06-12,0.0,The Groundstar Conspiracy,6.1,4.0,Action,0.0
0.0,179799,Tattoo Nation,2013-04-04,0.0,Tattoo Nation,6.8,5.0,Documentary,0.0
0.0,269710,The Shamrock Handicap,1926-05-02,0.0,The Shamrock Handicap,5.0,1.0,Romance,0.0
0.0,196325,中国合伙人,2013-05-18,88000000.0,American Dreams in China,6.7,62.0,Drama,0.0
0.0,87151,The Naked Face,1984-06-01,0.0,The Naked Face,5.7,8.0,Thriller,0.0
34000000.0,198663,The Maze Runner,2014-09-10,348319861.0,The Maze Runner,7.0,5540.0,Action,10.244701794117647
13200000.0,136835,No Good Deed,2014-09-10,53830415.0,No Good Deed,5.6,182.0,Crime,4.078061742424242
1000000.0,244506,Camp X-Ray,2014-10-17,59744.0,Camp X-Ray,6.7,395.0,Drama,0.059744
0.0,54336,Hori Smoku Sailor Jerry,2008-03-03,0.0,Hori Smoku Sailor Jerry,10.0,1.0,Documentary,0.0
0.0,166643,Men Without Women,1930-02-08,0.0,Men Without Women,4.7,3.0,Drama,0.0
0.0,171061,Below Sea Level,2008-08-31,0.0,Below Sea Level,6.5,2.0,Documentary,0.0
0.0,55222,Power and Terror: Noam Chomsky in Our Times,2002-11-22,0.0,Power and Terror: Noam Chomsky in Our Times,5.0,1.0,Documentary,0.0
0.0,13434,Noam Chomsky: Distorted Morality,2003-01-01,0.0,Noam Chomsky: Distorted Morality,5.3,3.0,Documentary,0.0
0.0,193827,A Beast at Bay,1912-05-26,0.0,A Beast at Bay,5.0,1.0,Drama,0.0
0.0,79611,Mishen,2011-06-26,73000.0,Target,6.4,5.0,Fantasy,0.0
0.0,26376,Castle on the Hudson,1940-02-17,0.0,Castle on the Hudson,6.5,2.0,Crime,0.0
0.0,109565,Catacombs,1988-05-14,0.0,Catacombs,4.4,7.0,Horror,0.0
0.0,34064,Marilena de la P7,2006-02-15,0.0,Marilena de la P7,6.8,8.0,Not available,0.0
0.0,179519,Nea Mărin miliardar,1979-02-05,0.0,"Uncle Marin, the Billionaire",8.3,8.0,Comedy,0.0
0.0,16986,The Obama Deception,2009-03-15,0.0,The Obama Deception,6.8,12.0,Documentary,0.0
0.0,79016,Homevideo,2011-08-18,0.0,Homevideo,6.8,13.0,Drama,0.0
0.0,343693,Aladin,2008-08-12,0.0,Aladin,5.5,7.0,Animation,0.0
0.0,248504,Sharknado 2: The Second One,2014-07-30,0.0,Sharknado 2: The Second One,4.5,192.0,Thriller,0.0
0.0,270302,The Riot Club,2014-09-19,2146041.0,The Riot Club,5.9,378.0,Drama,0.0
28000000.0,169917,A Walk Among the Tombstones,2014-09-18,53181600.0,A Walk Among the Tombstones,6.2,1145.0,Crime,1.8993428571428572
0.0,223632,The Galapagos Affair: Satan Came to Eden,2014-04-03,0.0,The Galapagos Affair: Satan Came to Eden,7.3,8.0,Documentary,0.0
5000000.0,282296,My Old Lady,2014-09-09,7527232.0,My Old Lady,6.1,100.0,Romance,1.5054464
0.0,95966,Thomasine & Bushrod,1974-04-10,0.0,Thomasine & Bushrod,0.0,0.0,Western,0.0
0.0,261855,1971,2014-04-18,0.0,1971,7.7,3.0,Documentary,0.0
0.0,358724,The Other One,2014-04-04,0.0,The Other One,0.0,0.0,Drama,0.0
0.0,261770,Affluenza,2014-07-11,0.0,Affluenza,4.4,7.0,Drama,0.0
0.0,265832,700 Sundays,2014-04-19,0.0,700 Sundays,8.0,1.0,Not available,0.0
0.0,244264,Laggies,2014-09-25,1066981.0,Laggies,6.1,432.0,Comedy,0.0
0.0,60859,L'Aveu,1970-04-29,0.0,The Confession,7.3,21.0,Drama,0.0
0.0,124019,A Well Spent Life,1971-01-01,0.0,A Well Spent Life,5.0,1.0,Not available,0.0
0.0,85633,Hot Pepper,1973-11-22,0.0,Hot Pepper,5.0,1.0,Documentary,0.0
0.0,215935,Bethlehem,2013-09-01,0.0,Bethlehem,5.5,15.0,Drama,0.0
0.0,245859,God Help the Girl,2014-08-22,0.0,God Help the Girl,6.8,98.0,Comedy,0.0
0.0,264767,Misconception,2014-04-21,0.0,Misconception,0.0,0.0,Documentary,0.0
0.0,285026,The Last Season,2014-04-25,0.0,The Last Season,0.0,0.0,Not available,0.0
0.0,29835,Cause for Alarm,1951-03-30,0.0,Cause for Alarm,5.6,8.0,Drama,0.0
0.0,287831,External Affairs,Not available,0.0,External Affairs,0.0,0.0,Not available,0.0
0.0,276843,What We Did on Our Holiday,2014-09-26,1289998.0,What We Did on Our Holiday,6.7,179.0,Comedy,0.0
200000.0,26750,Fall of the Republic: The Presidency of Barack H. Obama,2009-10-21,0.0,Fall of the Republic: The Presidency of Barack H. Obama,6.4,7.0,Documentary,0.0
0.0,154653,Kivski Freski,1966-05-09,0.0,Kiev Frescoes,5.0,2.0,Not available,0.0
0.0,32891,La cravate,1957-05-01,0.0,The Severed Heads,6.3,12.0,Fantasy,0.0
0.0,279967,Dead Within,2014-08-23,0.0,Dead Within,4.4,14.0,Drama,0.0
0.0,211879,Free Range/Ballaad Maailma Heakskiitmisest,2013-09-19,0.0,Free Range/Ballad on Approving of the World,5.3,4.0,Drama,0.0
0.0,265189,Turist,2014-08-15,1359497.0,Force Majeure,6.8,255.0,Comedy,0.0
0.0,13914,Schwere Jungs,2007-01-18,0.0,Heavyweights,7.1,4.0,Comedy,0.0
0.0,2195,Beste Zeit,2008-01-31,0.0,Beste Zeit,6.5,5.0,Drama,0.0
0.0,12523,Räuber Kneißl,2008-08-21,0.0,Räuber Kneißl,5.0,2.0,Drama,0.0
0.0,8948,Die Perlmutterfarbe,2009-01-08,0.0,The Pearl Color,8.5,2.0,Drama,0.0
0.0,84857,Sommer in Orange,2011-08-18,0.0,My Life in Orange,4.2,10.0,Comedy,0.0
0.0,117464,Wer's glaubt wird selig,2012-08-16,0.0,Wer's glaubt wird selig,6.2,9.0,Comedy,0.0
0.0,19996,Brother's War,2009-05-26,0.0,Brother's War,3.7,7.0,Action,0.0
0.0,237202,A Soldier's Tale,1988-06-16,0.0,A Soldier's Tale,5.0,1.0,Romance,0.0
0.0,127105,The Lonely Villa,1909-06-10,0.0,The Lonely Villa,5.5,10.0,Thriller,0.0
0.0,94069,Spasmo,1974-02-16,0.0,Spasmo,6.5,12.0,Thriller,0.0
0.0,42553,The Musketeers of Pig Alley,1912-10-31,0.0,The Musketeers of Pig Alley,6.1,20.0,Crime,0.0
5000000.0,111479,CBGB,2013-10-11,40400.0,CBGB,6.5,45.0,Drama,0.00808
0.0,182799,Cement,2000-04-03,0.0,Cement,0.0,0.0,Drama,0.0
0.0,67493,Centennial,1978-10-01,0.0,Centennial,7.9,8.0,Drama,0.0
16000000.0,264656,The Homesman,2014-05-18,3442853.0,The Homesman,6.4,262.0,Western,0.2151783125
0.0,68004,阮玲玉,1991-11-29,0.0,Center Stage,6.7,15.0,Drama,0.0
10000000.0,230779,Cesar Chavez,2014-03-28,0.0,Cesar Chavez,6.1,20.0,Drama,0.0
0.0,127798,Chad Hanna,1940-12-25,0.0,Chad Hanna,0.0,0.0,Romance,0.0
0.0,87621,Chain Lightning,1950-02-18,0.0,Chain Lightning,6.0,4.0,Drama,0.0
0.0,54561,Un borghese piccolo piccolo,1977-03-17,0.0,An Average Little Man,8.0,31.0,Thriller,0.0
0.0,38654,When Eight Bells Toll,1971-03-09,0.0,When Eight Bells Toll,5.6,12.0,Action,0.0
0.0,257451,Trailer Park Boys: Don't Legalize It,2014-04-18,0.0,Trailer Park Boys: Don't Legalize It,6.6,28.0,Comedy,0.0
0.0,103701,O Princípio da Incerteza,2002-05-17,0.0,The Uncertainty Principle,4.3,2.0,Drama,0.0
0.0,116352,Les dents du singe,1960-01-01,0.0,Monkey's Teeth,7.8,4.0,Animation,0.0
0.0,69559,Les temps morts,1964-12-01,0.0,Dead Times,8.4,5.0,Animation,0.0
0.0,251981,渇き。,2014-07-04,0.0,The World of Kanako,6.5,46.0,Mystery,0.0
15000000.0,254904,The November Man,2014-08-27,32556119.0,The November Man,6.0,645.0,Crime,2.1704079333333333
0.0,18374,7급 공무원,2009-04-04,0.0,My Girlfriend Is an Agent,6.3,26.0,Comedy,0.0
0.0,42648,The Night They Raided Minsky's,1968-12-22,0.0,The Night They Raided Minsky's,4.4,6.0,Comedy,0.0
0.0,42493,Cold Turkey,1971-02-19,11000000.0,Cold Turkey,7.5,4.0,Comedy,0.0
0.0,157825,White Bird in a Blizzard,2014-08-14,33821.0,White Bird in a Blizzard,6.1,289.0,Thriller,0.0
0.0,116351,Les Escargots,1966-05-31,0.0,The Snails,8.1,9.0,Science Fiction,0.0
0.0,17200,Helter Skelter,1976-04-01,0.0,Helter Skelter,6.6,17.0,Crime,0.0
0.0,52314,Chain of Command,1994-01-01,0.0,Chain of Command,6.3,4.0,Action,0.0
0.0,282041,"Electric Boogaloo: The Wild, Untold Story of Cannon Films",2014-10-06,0.0,"Electric Boogaloo: The Wild, Untold Story of Cannon Films",7.5,45.0,Documentary,0.0
0.0,198182,The Occupants,2014-01-13,0.0,The Occupants,3.6,5.0,Thriller,0.0
0.0,292483,Not Cool,2014-09-23,0.0,Not Cool,3.7,25.0,Comedy,0.0
0.0,284427,Who Am I - Kein System ist sicher,2014-09-25,0.0,Who Am I,7.6,430.0,Thriller,0.0
0.0,222461,Wer,2013-11-16,0.0,Wer,5.7,96.0,Horror,0.0
0.0,287877,قضیه شکل اول... شکل دوم,1979-01-01,0.0,"First Case, Second Case",6.0,1.0,Documentary,0.0
0.0,60828,Gang Tapes,2001-01-01,0.0,Gang Tapes,6.1,7.0,Drama,0.0
0.0,64835,Corpo celeste,2011-05-20,0.0,Corpo celeste,7.7,6.0,Drama,0.0
3000000.0,270668,Når dyrene drømmer,2014-06-12,0.0,When Animals Dream,6.1,44.0,Mystery,0.0
60000000.0,170687,The Boxtrolls,2014-09-10,108255770.0,The Boxtrolls,6.6,689.0,Animation,1.8042628333333333
49300000.0,149871,かぐや姫の物語,2013-11-23,24186232.0,The Tale of the Princess Kaguya,8.0,350.0,Animation,0.49059294117647056
0.0,37702,大內密探零零發,1996-02-16,0.0,Forbidden City Cop,7.3,23.0,Action,0.0
0.0,241261,The Girl on the Train,2014-07-03,0.0,The Girl on the Train,4.8,13.0,Thriller,0.0
0.0,174324,Gore Vidal: The United States of Amnesia,2013-08-04,0.0,Gore Vidal: The United States of Amnesia,8.2,10.0,Documentary,0.0
0.0,219054,Double Play: James Benning and Richard Linklater,2013-09-03,0.0,Double Play: James Benning and Richard Linklater,6.5,2.0,Documentary,0.0
0.0,199415,200 Cartas,2013-06-14,0.0,Looking for Maria Sanchez,10.0,1.0,Romance,0.0
0.0,27212,A Bullet for Joey,1955-04-15,0.0,A Bullet for Joey,5.2,5.0,Drama,0.0
0.0,110887,A Girl in Every Port,1928-02-26,0.0,A Girl in Every Port,6.5,2.0,Drama,0.0
0.0,84540,A Girl in Every Port,1952-02-13,0.0,A Girl in Every Port,5.0,1.0,Comedy,0.0
0.0,205004,Africa: Texas Style!,1967-05-01,0.0,Africa: Texas Style!,0.0,0.0,Adventure,0.0
0.0,69328,Comment Wang-Fo fut sauvé,1987-01-01,0.0,How Wang-Fo Was Saved,7.3,6.0,Drama,0.0
0.0,116350,La prisonnière,1988-01-01,0.0,The Captive,7.6,5.0,Animation,0.0
0.0,47703,Дневник Глумова,1923-01-01,0.0,Glumov's Diary,5.2,8.0,Fantasy,0.0
0.0,20372,Ni liv: Historien om Jan Baalsrud,1957-11-11,0.0,Nine Lives,7.9,7.0,Action,0.0
0.0,102913,Jakten,1959-08-24,0.0,The Chasers,6.5,2.0,Drama,0.0
0.0,102024,Brudeferden i Hardanger,1926-12-26,0.0,The Bridal Party in Hardanger,0.0,0.0,Drama,0.0
0.0,209440,Las horas muertas,2013-10-24,0.0,The Empty Hours,6.9,7.0,Romance,0.0
19800000.0,239678,This Is Where I Leave You,2014-09-10,41296320.0,This Is Where I Leave You,6.5,512.0,Drama,2.085672727272727
0.0,93115,The 50 Worst Movies Ever Made,2004-07-13,0.0,The 50 Worst Movies Ever Made,5.6,10.0,Documentary,0.0
0.0,179822,MURPH: The Protector,2013-03-22,0.0,MURPH: The Protector,6.1,8.0,Documentary,0.0
0.0,53042,Alice,2005-05-16,0.0,Alice,6.8,10.0,Drama,0.0
0.0,230295,Hur som helst är han jävligt död,2000-08-31,0.0,Hur som helst är han jävligt död,0.0,0.0,Comedy,0.0
0.0,295507,Barbary Coast Gent,1944-09-01,0.0,Barbary Coast Gent,4.5,3.0,Western,0.0
0.0,15916,天使のたまご,1985-12-22,0.0,Angel's Egg,7.7,56.0,Animation,0.0
0.0,140481,"Park Avenue: Money, Power & The American Dream",2012-01-01,0.0,"Park Avenue: Money, Power & The American Dream",6.9,10.0,Documentary,0.0
0.0,142375,Le mystère Koumiko,1965-10-09,0.0,The Koumiko Mystery,7.0,2.0,Documentary,0.0
0.0,123742,Junkopia,1981-01-01,0.0,Junkopia,5.5,10.0,Not available,0.0
0.0,267480,The Look of Silence,2014-08-30,332710.0,The Look of Silence,8.0,75.0,History,0.0
0.0,15478,The Abdication,1974-10-03,0.0,The Abdication,8.0,2.0,Drama,0.0
1000000.0,57812,51,2011-02-26,0.0,51,4.5,41.0,Science Fiction,0.0
0.0,126141,Chats perchés,2004-12-05,0.0,The Case of the Grinning Cat,7.7,3.0,Documentary,0.0
0.0,157424,Cabin Fever: Patient Zero,2014-02-05,0.0,Cabin Fever: Patient Zero,4.7,88.0,Horror,0.0
58800000.0,190859,American Sniper,2014-12-11,542307423.0,American Sniper,7.4,4600.0,War,9.222915357142858
0.0,263855,Fort Bliss,2014-09-05,0.0,Fort Bliss,6.3,29.0,War,0.0
2800000.0,246403,Tusk,2014-09-19,1826705.0,Tusk,5.1,374.0,Comedy,0.6523946428571429
0.0,42416,Arrapaho,1984-01-01,0.0,Arrapaho,4.5,4.0,Comedy,0.0
0.0,37630,Protektor,2009-09-22,0.0,Protektor,5.1,5.0,Drama,0.0
0.0,254375,Hector and the Search for Happiness,2014-08-14,1124445.0,Hector and the Search for Happiness,6.9,317.0,Adventure,0.0
0.0,210911,殭屍,2013-09-06,7865.0,Rigor Mortis,6.2,57.0,Horror,0.0
0.0,65485,La cena,1998-09-03,0.0,The Dinner,7.1,4.0,Drama,0.0
0.0,58509,Concorrenza sleale,2001-01-01,0.0,Unfair Competition,7.7,6.0,War,0.0
0.0,250666,The Overnighters,2014-10-10,0.0,The Overnighters,7.3,29.0,Drama,0.0
0.0,42581,Rock-a-Bye Baby,1958-07-23,0.0,Rock-a-Bye Baby,7.1,19.0,Comedy,0.0
0.0,43259,Hollywood or Bust,1956-12-06,0.0,Hollywood or Bust,6.0,11.0,Comedy,0.0
0.0,140513,怪猫　呪いの沼,1968-07-12,0.0,Bakeneko: A Vengeful Spirit,8.0,1.0,Horror,0.0
0.0,271397,Плем'я,2014-09-11,0.0,The Tribe,6.7,92.0,Drama,0.0
0.0,215928,Around the Block,2013-09-06,0.0,Around the Block,5.4,10.0,Drama,0.0
0.0,253312,Space Station 76,2014-09-19,0.0,Space Station 76,4.7,92.0,Drama,0.0
0.0,149509,Horns,2013-09-06,0.0,Horns,6.2,878.0,Thriller,0.0
6500000.0,250546,Annabelle,2014-10-02,255273813.0,Annabelle,5.5,1588.0,Horror,39.272894307692304
0.0,158997,American Promise,2013-10-18,0.0,American Promise,7.5,2.0,Documentary,0.0
0.0,8445,Madicken på Junibacken,1980-07-07,0.0,Madicken of June Hill,5.5,5.0,Comedy,0.0
0.0,86493,Fräuleins in Uniform,1972-12-31,0.0,She Devils of the SS,4.4,9.0,Drama,0.0
0.0,26730,Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,1982-11-16,0.0,Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,6.3,17.0,Animation,0.0
0.0,44445,At Land,1944-01-01,0.0,At Land,7.9,16.0,Thriller,0.0
0.0,104378,A Study in Choreography for Camera,1945-12-18,0.0,A Study in Choreography for Camera,6.1,12.0,Not available,0.0
0.0,22758,Il Boia Scarlatto,1965-11-28,0.0,Bloody Pit of Horror,5.4,9.0,Horror,0.0
0.0,28690,Malenka,1969-07-23,0.0,Fangs of the Living Dead,2.5,2.0,Horror,0.0
0.0,43749,Wolf Girl,2001-09-21,0.0,Wolf Girl,4.3,10.0,Drama,0.0
0.0,151368,Open Windows,2014-07-04,0.0,Open Windows,5.1,190.0,Thriller,0.0
0.0,244534,Happy Christmas,2014-06-26,0.0,Happy Christmas,5.2,60.0,Comedy,0.0
0.0,286554,Two Night Stand,2014-09-26,18612.0,Two Night Stand,6.3,690.0,Romance,0.0
0.0,91878,SS Lager 5: L'inferno delle donne,1977-01-11,0.0,SS Camp 5: Women's Hell,3.5,2.0,War,0.0
0.0,56386,Lager SSadis Kastrat Kommandantur,1976-11-16,0.0,SS Experiment Love Camp,4.9,10.0,Horror,0.0
0.0,50079,Chained,1934-08-31,0.0,Chained,3.0,2.0,Drama,0.0
0.0,52315,Chained Heat 2,1993-08-25,0.0,Chained Heat 2,3.9,9.0,Crime,0.0
0.0,26615,陸阿采與黃飛鴻,1976-05-07,0.0,Challenge of the Masters,5.5,4.0,Action,0.0
0.0,84062,Darktown Strutters,1975-10-07,0.0,Darktown Strutters,5.0,6.0,Action,0.0
0.0,234284,イヴの時間 劇場版,2010-03-05,0.0,Time of Eve: The Movie,7.3,24.0,Animation,0.0
70000000.0,49017,Dracula Untold,2014-10-01,215529201.0,Dracula Untold,6.2,2439.0,Horror,3.078988585714286
0.0,88375,Chandler,1971-12-01,0.0,Chandler,0.0,0.0,Crime,0.0
0.0,98069,Charles Bradley: Soul of America,2012-03-09,0.0,Charles Bradley: Soul of America,6.9,5.0,Music,0.0
0.0,38455,Charlie Chan at Monte Carlo,1937-12-17,0.0,Charlie Chan at Monte Carlo,6.5,7.0,Comedy,0.0
0.0,33386,Charlie Chan at the Circus,1936-03-27,0.0,Charlie Chan at the Circus,6.7,6.0,Crime,0.0
0.0,1285,Torrente 3: El protector,2005-09-30,0.0,Torrente 3 The Protector,5.5,37.0,Comedy,0.0
0.0,227300,Stretch,2014-10-14,0.0,Stretch,6.1,263.0,Action,0.0
0.0,107034,San Babila ore 20: un delitto inutile,1976-05-26,0.0,San Babila-8 P.M.,0.0,0.0,Not available,0.0
0.0,83613,Hellgate,1989-02-03,0.0,Hellgate,2.9,15.0,Comedy,0.0
0.0,108933,The Sleeping Car,1990-02-02,0.0,The Sleeping Car,5.0,4.0,Horror,0.0
0.0,63360,The Initiation,1984-12-07,0.0,The Initiation,6.3,16.0,Thriller,0.0
0.0,118257,Chambre 666,1982-06-01,0.0,Room 666,5.6,5.0,Documentary,0.0
0.0,169250,Izbavitelj,1976-10-26,0.0,The Rat Savior,7.5,3.0,Science Fiction,0.0
7000000.0,262543,Autómata,2014-10-09,0.0,Automata,5.6,677.0,Thriller,0.0
18000000.0,241254,The Prince,2014-08-22,266586800.0,The Prince,4.6,218.0,Thriller,14.810377777777777
0.0,152745,As I Lay Dying,2013-10-09,0.0,As I Lay Dying,5.8,25.0,Drama,0.0
0.0,100341,Nicky's Family,2011-01-04,0.0,Nicky's Family,8.5,2.0,Not available,0.0
25000000.0,227707,The Adventurer: The Curse of the Midas Box,2013-12-05,6399.0,The Adventurer: The Curse of the Midas Box,5.1,74.0,Fantasy,0.00025596
0.0,25148,Charlie Chan at the Olympics,1937-05-21,0.0,Charlie Chan at the Olympics,7.0,7.0,Action,0.0
0.0,28044,Charlie Chan at the Opera,1936-12-05,0.0,Charlie Chan at the Opera,6.6,14.0,Crime,0.0
0.0,33691,Stereo,1969-06-23,0.0,Stereo,5.9,15.0,Science Fiction,0.0
0.0,27371,Crimes of the Future,1970-08-01,0.0,Crimes of the Future,5.0,16.0,Comedy,0.0
0.0,109364,Guernica,1950-01-01,0.0,Guernica,6.3,4.0,Not available,0.0
0.0,107928,L'oro di Roma,1961-11-26,0.0,Gold of Rome,6.0,1.0,Not available,0.0
0.0,131887,Entity,2012-10-24,0.0,Entity,4.3,11.0,Horror,0.0
0.0,38084,House III: The Horror Show,1989-04-28,1738897.0,House III: The Horror Show,4.4,34.0,Horror,0.0
0.0,43922,Legendary,2010-09-09,0.0,Legendary,6.7,28.0,Drama,0.0
0.0,156360,Millie,1931-02-08,0.0,Millie,0.0,1.0,Drama,0.0
0.0,75710,Imbarco a mezzanotte,1952-03-12,0.0,Stranger on the Prowl,0.0,0.0,Drama,0.0
0.0,39958,The War Boys,2009-05-30,0.0,The War Boys,5.9,19.0,Drama,0.0
0.0,73818,The Entitled,2011-09-06,0.0,The Entitled,5.9,40.0,Thriller,0.0
0.0,47525,The Magic of Ordinary Days,2005-01-30,0.0,The Magic of Ordinary Days,6.2,9.0,Drama,0.0
0.0,25450,Ratko: The Dictator's Son,2009-06-01,0.0,Ratko: The Dictator's Son,4.5,2.0,Comedy,0.0
0.0,244761,The Captive,2014-06-10,1075178.0,The Captive,5.8,334.0,Drama,0.0
0.0,251852,The Scribbler,2014-09-19,0.0,The Scribbler,4.8,62.0,Thriller,0.0
0.0,153532,Benigni,2009-01-01,0.0,Benigni,0.0,0.0,Not available,0.0
0.0,188598,Ilo Ilo,2013-09-04,0.0,Ilo Ilo,6.6,36.0,Drama,0.0
5500000.0,206487,Predestination,2014-08-28,3000000.0,Predestination,7.3,1971.0,Science Fiction,0.5454545454545454
33.0,204436,Jack et la mécanique du coeur,2013-11-17,0.0,Jack and the Cuckoo-Clock Heart,6.8,199.0,Animation,0.0
10000000.0,8063,Красная палатка,1969-12-23,0.0,The Red Tent,5.8,6.0,Drama,0.0
0.0,249719,Facing Fear,2013-07-13,0.0,Facing Fear,0.0,0.0,Not available,0.0
4700000.0,293271,Muumit Rivieralla,2014-10-10,0.0,Moomins on the Riviera,5.8,12.0,Animation,0.0
0.0,206284,Grace Unplugged,2013-10-04,0.0,Grace Unplugged,6.0,24.0,Drama,0.0
0.0,53187,The Return of Dracula,1958-04-01,0.0,The Return of Dracula,4.7,8.0,Horror,0.0
0.0,254611,Podwórka,2009-01-01,0.0,Podwórka,0.0,0.0,Not available,0.0
0.0,297263,It's My Mother's Birthday Today,2008-01-01,0.0,It's My Mother's Birthday Today,0.0,0.0,Not available,0.0
0.0,125607,Spare Bed-Room,1969-01-01,0.0,Spare Bed-Room,5.3,3.0,Not available,0.0
0.0,53222,Skhizein,2008-06-09,0.0,Skhizein,7.8,27.0,Not available,0.0
0.0,46247,No Time for Nuts,2006-10-23,0.0,No Time for Nuts,7.2,45.0,Adventure,0.0
0.0,79818,A Christmas Memory,1997-12-21,0.0,A Christmas Memory,7.7,3.0,TV Movie,0.0
0.0,81246,Alien Nation: The Udara Legacy,1997-07-29,0.0,Alien Nation: The Udara Legacy,5.9,8.0,Not available,0.0
0.0,52318,Alien Predators,1985-01-01,0.0,Alien Predators,4.9,8.0,Drama,0.0
0.0,271007,Appointment in Tokyo,1945-01-01,0.0,Appointment in Tokyo,0.0,0.0,Documentary,0.0
0.0,21394,Alla vi barn i Bullerbyn,1986-12-05,0.0,The Children of Noisy Village,6.2,12.0,Family,0.0
0.0,26111,Mer om Oss Barn i Bullerbyn,1987-09-05,0.0,More About the Children of Noisy Village,6.6,4.0,Family,0.0
0.0,108798,秘録怪猫伝,1969-12-20,0.0,The Haunted Castle,5.0,1.0,Horror,0.0
22000000.0,146381,Justin and the Knights of Valour,2013-08-09,0.0,Justin and the Knights of Valour,5.5,93.0,Animation,0.0
0.0,108648,牡丹燈籠,1968-06-15,0.0,The Bride from Hades,10.0,1.0,Horror,0.0
0.0,273641,Jackass Presents: Bad Grandpa .5,2014-06-03,0.0,Bad Grandpa .5,5.8,90.0,Comedy,0.0
0.0,54113,The Swan Princess: Escape from Castle Mountain,1997-01-01,273644.0,The Swan Princess: Escape from Castle Mountain,5.8,83.0,Fantasy,0.0
0.0,169883,Barnacle Bill,1941-04-07,0.0,Barnacle Bill,0.0,0.0,Comedy,0.0
0.0,34658,搏命單刀奪命搶,1979-08-09,0.0,The Odd Couple,6.1,5.0,Action,0.0
700000.0,62967,The Lady and the Reaper,2009-10-01,0.0,The Lady and the Reaper,6.8,20.0,Animation,0.0
0.0,48585,Ward 13,2003-01-01,0.0,Ward 13,8.2,5.0,Animation,0.0
0.0,110073,Rabbit,2005-01-01,0.0,Rabbit,7.9,8.0,Animation,0.0
